id;Categoria-1;Categoria-2;Categoria-3;Categoria-4;Categoria-5;Categoria-6;Categoria-7;Categoria-8;Categoria-9;Categoria-10;Categoria-11;Categoria-12;Categoria-13;Categoria-14;Categoria-15;Categoria-16;Categoria-17;Categoria-18;Categoria-19;Categoria-20;Categoria-21;Categoria-22;Categoria-23;Categoria-24;Categoria-25;Categoria-26;Categoria-27;Categoria-28;Categoria-29;Categoria-30;Categoria-31;Categoria-32;Categoria-33;Categoria-34;Categoria-35;Categoria-36;Nota Língua;ncb;purl;capa;tipo de material;língua;língua da obra original;título;subtítulo;título original;edição;publicação;data da publicação;data da publicação2;dimensões;autor;autor - organização;co-autores;autores secundários;co-autores - organizações;autores secundários - organizações;cota;coleção;id persistente;acesso
6971;Bibliografias e catálogos - Bibliografia | 550;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;258484;https://purl.pt/43877;https://bndigital.bnportugal.gov.pt//i/?IIIF=/c6/d0/e6/87/c6d0e687-d880-4096-bb37-0872eb31b1fc/iiif/cam-106-1-v_0000_000001.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Breve resumo da vida de Luis de Camões extraida de diversos authores e noticia do monumento...;estudo;;1.ª ed.;Lisboa : Typ. de Coelho & Irmão;1867;1867;"4, 12 p. ;";João Crisóstomo Mackonelt, 1839-1898;;;;;;H.G. 14939//9 P.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/258484;Livre
6972;Iconografia - Impressos - Retrato de Camões | 372;Celebrações - 1880 - Iconografia | 478;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;401731;https://purl.pt/43864;https://bndigital.bnportugal.gov.pt//i/?IIIF=/29/bd/6a/e8/29bd6ae8-dd29-41c8-a28e-7e3cfe65a8f1/iiif/cam-66-4-a_0001.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;A Luís de Camões;poesia;;1.ª ed.;Lisboa : Imp. Nacional;1867;1867;;Eduardo Augusto Vidal, 1841-1907;;;;;;L. 5895//7 A.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/401731;Livre
6973;Recepção criativa - Tematização | 409;Celebrações - 1880 - Recepção criativa - Tematização | 474;Vida - Ficção - Poesia | 16;Celebrações - 1880 - Actos públicos | 477;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1726958;https://purl.pt/43253;https://bndigital.bnportugal.gov.pt//i/?IIIF=/8c/86/fd/c0/8c86fdc0-b78b-44ec-9ee9-017cf81924ce/iiif/cam-1547-p_0001.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Biographia de Luiz de Camões principe dos poetas portuguezes;;;1.ª ed.;Lisboa : s.n.;1867;1867;9, 1 p.;;;;Luís de Camões, 1524-1580, Antecedente bibliográfico;;;CAM. 1547 P.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/1726958;Livre
6974;Obra - Impressos - Composições soltas e fragmentos - Épica - Estrofes | 66;Obra - Impressos - Paratextos - Obras (avulsas) - Épica | 103;Obra - Impressos - Paratextos - Obras (avulsas) - Épica - Argumentos | 105;Celebrações - 1880 - Edições | 468;Figuras Femininas - Autoras (produção escrita sobre Camões) | 552;Figuras Femininas - Leitoras (em torno de Camões) | 553;Iconografia - Impressos - Imagens de Camões | 373;Iconografia - Impressos - Ilustrações da obra | 376;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1915110;https://purl.pt/38119;https://bndigital.bnportugal.gov.pt//i/?IIIF=/3f/ed/05/26/3fed0526-7a12-406e-b0a2-09f1a0c89145/iiif/fcr-280-a_0000_000001.tif/full/!300,500/0/default.jpg;Partitura;Francês;;Souvenir de Camões;suite de valses pour piano;;1.ª ed.;Lisboa : Lence & V. Canongia;1867;1867;;Manoel Marti, 1819-1873;;;Joaquim Pedro de Sousa, 1822-1878, Gravador;;"Lence e Viúva Canongia. Instituto Português do Património Cultural. Departamento de Musicologia, Editor comercial ; Portugal. Instituto Português do Património Cultural. Departamento de Musicologia, Antigo possuidor ; Lence. Instituto Português do Património Cultural. Departamento de Musicologia";F.C.R. 280 A.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/1915110;Livre
6975;Tradução - Impressos - Obras individuais - Épica - Paratextos gerais | 152;Tradução - Impressos - Obras individuais - Épica - Paratextos notas | 155;Iconografia - Impressos - Portadas | 392;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1073963;https://purl.pt/45039;https://bndigital.bnportugal.gov.pt//i/?IIIF=/a3/b2/23/a1/a3b223a1-2968-4af9-a530-a703534d77e5/iiif/cam-1470-p_0007.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Poesia dedicada á inauguração do monumento do insigne poeta Luiz de Camões;e ao campo de instrucção e manobras;;1.ª ed.;Porto : Typ. União;1867;1867;14 p.;António Marcolino Pimental, 18--;;;;;;CAM. 1470 P.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/1073963;Livre
6976;Bibliografia crítica - Estudo | 418;Celebrações - 1880 - Textos críticos | 469;Recepção criativa - Tematização | 409;Celebrações - 1880 - Recepção criativa - Tematização | 474;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;856599;https://purl.pt/44330;https://bndigital.bnportugal.gov.pt//i/?IIIF=/ec/55/35/24/ec553524-581f-4ecd-a068-548dc48bcd1b/iiif/cam-252-9-v_0001.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;O monumento a Camões e o caso espantoso sucedido na noite de 20 de Outubro;;;1.ª ed.;Lisboa : Tip. L. E. da Cunha;1867;1867;;Costa Godolfim, 1842-1912;;;;;;H.G. 10592 V.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/856599;Livre
6977;Bibliografia crítica - Estudo | 418;Celebrações - 1880 - Textos críticos | 469;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;330282;https://purl.pt/44526;https://bndigital.bnportugal.gov.pt//i/?IIIF=/31/1c/22/58/311c2258-3915-4fdf-89ba-0fccbef09dc6/iiif/cam-419-5-p_0001.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Biografia de Luiz de Camões principe dos poetas portuguezes;;;1.ª ed.;Lisboa : Typ. Rua do Paço do Bemformoso,153;1867;1867;9 p.;;;;;;;CAM. 419//5 P.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/330282;Livre
6978;Tradução - Impressos - Composições soltas e fragmentos - Épica | 229;Tradução - Impressos - Composições soltas e fragmentos - Épica - Paratextos gerais | 230;Obra - Impressos - Composições soltas e fragmentos - Épica - Estrofes | 66;Iconografia - Impressos - Retrato de Camões | 372;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;789260;https://purl.pt/44816;https://bndigital.bnportugal.gov.pt//i/?IIIF=/73/51/67/77/73516777-da1f-4f2e-bdd1-3584f1867f98/iiif/cam-865-p_0009.tif/full/!300,500/0/default.jpg;Livro impresso;Francês;;Biographie de Camoens telle quelle figurera dans les colonnes du Grand Dictionnaire;;;1.ª ed.;Paris : V.ve J. P. Aillaud, Guillard et C.ie;1867;1867;15 p.;Pierre Larousse, 1817-1875;;;;;;CAM. 865 P.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/789260;Livre
6979;Bibliografia crítica - Polémica e discussão | 417;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;798610;https://purl.pt/44829;https://bndigital.bnportugal.gov.pt//i/?IIIF=/fc/07/fe/5d/fc07fe5d-24b8-4877-904a-ace1de2d9176/iiif/cam-954-p_0005.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Os Lusiadas;poema epico;;Nova ed;Lisboa : s.n.;1867;1867;397 p.;Luís de Camões, 1524-1580;;;;;;CAM. 954 P.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/798610;Livre
6980;Tradução - Impressos - Composições soltas e fragmentos - Épica | 229;Tradução - Impressos - Composições soltas e fragmentos - Épica - Paratextos gerais | 230;Obra - Impressos - Composições soltas e fragmentos - Épica - Estrofes | 66;Iconografia - Impressos - Retrato de Camões | 372;Celebrações - 1880 - Traduções | 476;Celebrações - 1880 - Nótulas | 482;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2186705;https://purl.pt/43582;https://bndigital.bnportugal.gov.pt//i/?IIIF=/f5/7b/4e/98/f57b4e98-afd8-4d5e-a925-ee472a48647e/iiif/cam-60-1-3-a_0000_000001.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Miscelânea camoniana;artigos de imprensa sobre Camões, 1867;;1.ª ed.;Lisboa,;1867;1867;6 f.;;;;;;;CAM. 60//1-3 A.;;http://id.bnportugal.gov.pt/bib/catbnp/2186705;Livre
6981;Recepção criativa - Tematização | 409;Celebrações - 1880 - Recepção criativa - Tematização | 474;Bibliografia crítica - Estudo | 418;Celebrações - 1880 - Textos críticos | 469;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;767013;https://purl.pt/44633;https://bndigital.bnportugal.gov.pt//i/?IIIF=/ed/0d/4a/14/ed0d4a14-464d-41ba-8369-6f9322e5a875/iiif/cam-539-8-p_0001.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;A estátua de Camões;poesia à inauguração do monumento ao grande poeta;;1.ª ed.;Lisboa : Typ. da Viuva Pires Marinho;1867;1867;7 p.;A. da Silva Carvalho, ca 18--;;;;;;H.G. 21220//9 P.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/767013;Livre
6982;Recepção criativa - Centão [Cintra] | 408;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;256563;https://purl.pt/42831;https://bndigital.bnportugal.gov.pt//i/?IIIF=/8f/3a/ef/1c/8f3aef1c-26e4-4603-8a31-70bb7b76bf5b/iiif/cam-156-1-p_0000_000011.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Os Lusiadas;;;Nova edição feita debaixo das vistas da mais accurada critica em presença das duas edições primordiaes e das posteriores de maior credito e reputação: seguida de annotações criticas, historicas e mythologicas;Rio de Janeiro : em casa dos Editores Eduardo & Henrique Laemmert;1866;1866;2 t. XVI, 234, 287 p., 12 estampas;Luís de Camões, 1524-1580;;;"João Franco Barreto, 1600-post. 1674, Editor literário ; Francisco Freire de Carvalho, 1779-1854, Editor literário";;Laemmert, Editor comercial;CAM. 156//1 P.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/256563;Livre
6983;Obra - Impressos - Obras (avulsas) - Lírica - Ode | 32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;959409;https://purl.pt/27596;https://bndigital.bnportugal.gov.pt//i/?IIIF=/1a/06/71/22/1a067122-e60e-4b4e-bef4-aecdf1f01e1c/iiif/e-360-r_0000_000001.tif/full/!300,500/0/default.jpg;Iconografia;Português;;Camões na gruta de Macau;5.º anno;;1.ª ed.;Lisboa : s.n.;1866;1866;1 gravura;Francisco Augusto Metrass, 1825-1861;;;"Joaquim Pedro de Sousa, 1822-1878, Litógrafo ; Domingos Francisco Lopes, fl. 1835-ca 1874, Impressor";;Sociedade Promotora das Belas Artes em Portugal, Nome associado;E. 360 R.;OChina;http://id.bnportugal.gov.pt/bib/catbnp/959409;Livre
6984;Tradução - Impressos - Obras individuais - Épica | 151;Tradução - Impressos - Obras individuais - Épica - Paratextos gerais | 152;Celebrações - 1880 - Traduções | 476;Iconografia - Impressos - Retrato de Camões | 372;Tradução - Impressos - Obras individuais - Épica - Paratextos notas | 155;;Iconografia - Impressos - Mapas - Rota de Gama | 388;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1752559;https://purl.pt/25720;https://bndigital.bnportugal.gov.pt//i/?IIIF=/1a/e2/14/14/1ae21414-7a32-4a7d-89b1-c58db9a772ee/iiif/d-327-p_0000_000001.tif/full/!300,500/0/default.jpg;Iconografia;Português;;A morte de Camões;;;1.ª ed.;;1866;1866;1 desenho;Joaquim Pedro de Sousa, 1822-1878;;;;;;D. 327 P.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/1752559;Livre
6985;Obra - Impressos - Obras (avulsas) - Lírica - Ode | 32;Obra - Impressos - Paratextos - Obras (avulsas) - Lírica | 107;Celebrações - 1880 - Edições | 468;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;196521;https://purl.pt/45075;https://bndigital.bnportugal.gov.pt//i/?IIIF=/76/71/52/20/76715220-a68e-471a-b2aa-1a30c7c5e2cc/iiif/cam-1710-v_0003.tif/full/!300,500/0/default.jpg;Livro impresso;Italiano;;I portoghesi e il Camoens;lettura fatta;;1.ª ed.;Milano : s.n.;1866;1866;21 p.;Pietro Giuseppe Maggi;;;Pietro Giuseppe Maggi, Nome associado;;;CAM. 1710 V.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/196521;Livre
6986;Obra - Impressos - Obras (avulsas) - Lírica - Soneto | 35;Celebrações - 1880 - Edições | 468;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;528994;https://purl.pt/44980;https://bndigital.bnportugal.gov.pt//i/?IIIF=/c2/9b/34/96/c29b3496-af4d-4339-991c-923629d9d09d/iiif/cam-1359-v_0005.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Os Lusiadas do seculo XIX;poema heroi-comico parodia;;1.ª ed.;Lisboa : Typ. da Sociedade Typographica Franco-Portugueza;1865;1865;206 p.;;;;Francisco de Almeida, 1838-1918, Adaptador;;;CAM. 1359 V.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/528994;Livre
6987;Celebrações - 1880 - Periódicos | 471;Celebrações - 1880 - Discussão, programas e relatórios | 481;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;256557;https://purl.pt/44275;https://bndigital.bnportugal.gov.pt//i/?IIIF=/a2/94/11/07/a2941107-f894-4efd-832f-2bd62b5b364a/iiif/cam-154-p_0005.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Os Lusiadas;;;Nova edição;Lisboa : na Typographia Rollandiana;1865;1865;397 p.;Luís de Camões, 1524-1580;;;João Franco Barreto, 1600-post. 1674, Editor literário;;Tipografia Rolandiana, Impressor;CAM. 154 P.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/256557;Livre
6988;Tradução - Impressos - Composições soltas e fragmentos - Lírica | 234;Tradução - Impressos - Composições soltas e fragmentos - Lírica - Paratextos gerais | 235;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;256560;https://purl.pt/44314;https://bndigital.bnportugal.gov.pt//i/?IIIF=/e3/79/81/09/e3798109-27bc-49ed-bfeb-9a79c1254c59/iiif/cam-155-p_0009.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Os Lusiadas;;;Nova edição conforme á de 1817, in-4º, de Dom José de Souza-Botelho Morgado de Matteus;Paris : em Casa de V J.-P. Aillaud, Guillard e C 47, Rua Saint-André-des-Arts, 47;1865;1865;12, 536 p., 1 estampa;Luís de Camões, 1524-1580;;;"Torquato Tasso, 1544-1595, Autor ; Paulino de Sousa, ca. 18--, Editor literário ; Tomás José de Aquino, 1718/20-1804, Editor literário ; João Franco Barreto, 1600-post. 1674, Editor literário ; Morgado de Mateus, 1758-1825, Editor literário ; Félicie Schneider, 1831-1888, Ilustrador ; Félicie Fournier, 1797-1879, Gravador ; Lucien François Penet, 1834-1901, Ilustrador ; Alfred Louis Sargent, 1828-?, Gravador em madeira ; Frédéric Théodore Lix, 1830-1897, Ilustrador ;  Lehuger, fl. 186-, Gravador em madeira ; A. Bouret, fl. 186-, Impressor";;Aillaud, Guillard. e Cª, Livreiro;CAM. 155 P.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/256560;Livre
6989;Recepção criativa - Tematização | 409;Recepção criativa - Centão [Cintra] | 408;Celebrações - 1880 - Recepção criativa - Tematização | 474;Celebrações - 1880 - Recepção criativa - Centão | 475;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;189268;https://purl.pt/44164;https://bndigital.bnportugal.gov.pt//i/?IIIF=/6c/3e/4c/92/6c3e4c92-d1b3-40c7-a316-feeed498b93b/iiif/cam-71-v_0000_000007.tif/full/!300,500/0/default.jpg;Livro impresso;"Português ; Francês";;Episodios de Ignez de Castro e Adamastor;extrahidos dos cantos III e V dos Lusíadas;;1.ª ed.;Lisboa : Imp. Nacional;1865;1865;38 p.;Luís de Camões, 1524-1580;;;"Ernesto Jardim de Vilhena, 1876-1967, Antigo possuidor ; Jean-Arnaud Escodeca de Boisse, 1802-1865, Tradutor";;;L. 36351 V.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/189268;Livre
6990;Bibliografia crítica - Estudo | 418;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;259864;https://purl.pt/23650;https://bndigital.bnportugal.gov.pt//i/?IIIF=/7d/ec/a0/34/7deca034-b6d7-4996-ad6c-71874749445f/iiif/cam-273-p_0000_capa-capa_t24-C-R0150_000005.tif/full/!300,500/0/default.jpg;Livro impresso;Magiar;Português;A Luziáda Camoenstöl;;;1.ª ed.;Pest : Nyomatott Emich Gustáv Magy : Akad Nyomadásznál;1865;1865;XXXI, 1 br., 449, 1 p.;Luís de Camões, 1524-1580;;;Gyula Greguss, Tradutor;;;CAM. 273 P.;;http://id.bnportugal.gov.pt/bib/catbnp/259864;Livre
6991;Bibliografia crítica - Estudo | 418;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;258505;https://purl.pt/44281;https://bndigital.bnportugal.gov.pt//i/?IIIF=/81/96/1b/89/81961b89-8274-492f-ad1a-20e4ddda8f38/iiif/cam-188-p_0003.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Os Lusiadas;;;Nova edição;Lisboa : Typ. de L. C. da Cunha;1864;1864;397 p.;Luís de Camões, 1524-1580;;;"João Franco Barreto, 1600-post. 1674, Editor literário ; Luís Correia da Cunha, 18--, Impressor ; J. P. M. Lavado, 18--, Livreiro";;;CAM. 188 P.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/258505;Livre
6992;Tradução - Impressos - Composições soltas e fragmentos - Lírica - Paratextos gerais | 235;Tradução - Impressos - Antologia - Épica - Paratextos gerais | 204;Tradução - Impressos - Antologia - Épica - Paratextos notas | 207;Celebrações - 1880 - Traduções | 476;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;" Italiano; Português";328182;https://purl.pt/42942;https://bndigital.bnportugal.gov.pt//i/?IIIF=/e1/d4/c7/30/e1d4c730-fc4d-4790-a977-37d11546f9d4/iiif/cam-360-p_0000_000007.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Camões;estudo Historico-Poetico liberrimamente fundado sobre um drama francez dos senhores Victor Perrot e Armand du Mesnil;;2ª ed. copiosamente accrescentada nas notas;Lisboa : Typ. da Soc. Typographica Franco Portuguesa;1863;1863;"T.III XIV, 259 ; 248 p.";António Feliciano de Castilho, 1800-1875;;;;;;L. 19144 P.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/328182;Livre
6993;Recepção criativa - Tematização | 409;Bibliografia crítica - Estudo | 418;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;256547;https://purl.pt/44274;https://bndigital.bnportugal.gov.pt//i/?IIIF=/2e/52/c6/ba/2e52c6ba-89d9-49ed-bfd3-7689878f43e7/iiif/cam-153-p_0007.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Os Lusiadas;;;Nova edição;Lisboa : na Typographia Rollandiana;1863;1863;397 p.;Luís de Camões, 1524-1580;;;"João Franco Barreto, 1600-post. 1674, Editor literário ; Maria Amália Teles Mota, Antigo possuidor ; Luís de Sousa Gonzaga, Antigo possuidor";;Tipografia Rolandiana, Impressor;CAM. 153 P.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/256547;Livre
6994;Bibliografias e catálogos - Catálogo | 551;Celebrações - 1880 - Catálogos | 480;Iconografia - Impressos - Retrato de Camões | 372;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Poliglota;260058;https://purl.pt/44375;https://bndigital.bnportugal.gov.pt//i/?IIIF=/0b/3a/fd/80/0b3afd80-c3bd-4225-8bf6-ff13c58f31f2/iiif/cam-290-p_0005.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Selecta camoniana ou excerptos dos Lusiadas;;;1.ª ed.;Lisboa : Liv. da V. Bertrand & Filhos;1863;1863;8, 314 i. é. 308 p.;;;;António José Viale, 1806-1889, Comentador de texto escrito;;;L. 8897 P.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/260058;Livre
6995;Recepção criativa - Centão [Cintra] | 408;Bibliografia crítica - Estudo | 418;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;367311;https://purl.pt/44552;https://bndigital.bnportugal.gov.pt//i/?IIIF=/11/af/73/8e/11af738e-fb24-4ca1-ba47-8d842728b8d9/iiif/cam-449-p_0005.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Confirmação da censura feita à inscripção latina, introduzida no alicerce do monumento a Camões e refutação de todas as objecções...;;;1.ª ed.;Lisboa : Typographia de José Baptista Morando;1863;1863;70 p.;António Caetano Pereira, 1799-1867;;;;;;H.G. 10927 V.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/367311;Livre
6996;Bibliografia crítica - Estudo | 418;Recepção criativa - Centão [Cintra] | 408;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;252714;https://purl.pt/44800;https://bndigital.bnportugal.gov.pt//i/?IIIF=/ab/d4/12/ef/abd412ef-f3c1-48c7-b3c4-52aed7a371ec/iiif/cam-714-p_0007.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Camões;;;6.a ed.;Lisboa : Viuva Bertrand e Filhos;1863;1863;271, 2 p.;Almeida Garrett, 1799-1854;;;;;;CAM. 363 P.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/252714;Livre
6997;Bibliografias e catálogos - Bibliografia | 550;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;807561;https://purl.pt/43817;https://bndigital.bnportugal.gov.pt//i/?IIIF=/69/f7/a5/f4/69f7a5f4-1a20-4ce9-85d3-24b8134a9685/iiif/cam-47-v_0005.tif/full/!300,500/0/default.jpg;Livro impresso;Italiano;Português;I Lusiadi;poema;;1.ª ed.;Milano : presso Carlo Branca;1862;1862;13, XXXIX, 471, 1 p.;Luís de Camões, 1524-1580;;;"Felice Bellotti, Tradutor ; Giovanni Antonio Maggi, Autor da introdução, etc.";;;CAM. 47 V.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/807561;Livre
6998;Obra - Impressos - Recolha epigráfica | 96;Tradução - Impressos - Composições soltas e fragmentos - Lírica - Paratextos gerais | 235;Figuras Femininas - Autoras (produção escrita sobre Camões) | 552;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;259295;https://purl.pt/44336;https://bndigital.bnportugal.gov.pt//i/?IIIF=/c2/5e/a5/4c/c25ea54c-8e35-4429-b013-9d389abb5e26/iiif/cam-227-p_0007.tif/full/!300,500/0/default.jpg;Livro impresso;Francês;;Les Lusiades ou les portugais;poéme en dix chants;;1.ª ed.;Paris : Charpentier;1862;1862;4, LIX, 1, 367, 1 p.;Luís de Camões, 1524-1580;;;"Jean Baptiste Joseph Millié, 1772-1826, Tradutor ; Charles Magnin, 1793-1862, Autor da introdução, etc.";;;CAM. 227 P.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/259295;Livre
6999;Bibliografia crítica - Estudo | 418;Celebrações - 1880 - Textos críticos | 469;Celebrações - 1880 - Vida | 470;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;330719;https://purl.pt/44018;https://bndigital.bnportugal.gov.pt//i/?IIIF=/c9/f4/79/4a/c9f4794a-8a44-4445-8cc5-4a0e358bc51d/iiif/cam-665-p_0000_000001.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Luiz de Camões;drama em cinco actos;;1.ª ed.;Rio de Janeiro : Eduardo & Henrique Laemmert;1862;1862;125, 2 p.;Luís António Burgain, 1812-?;;;;;;CAM. 665 P.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/330719;Livre
7000;Bibliografia crítica - Estudo | 418;Tradução - Impressos - Composições soltas e fragmentos - Épica - Paratextos gerais | 230;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;" Português; Italiano";700487;https://purl.pt/6771;https://bndigital.bnportugal.gov.pt//i/?IIIF=/f1/a9/3d/d6/f1a93dd6-7849-41fe-998c-148d7cb7b2dd/iiif/e-41-a_0000_000001.tif/full/!300,500/0/default.jpg;Iconografia;Português;;Camões no leito de morte;;;1.ª ed.;Lisboa : s.n.;1861;1861;1 gravura; Cupertino, fl. 1860;;;;;;PURL 6771/0;;http://id.bnportugal.gov.pt/bib/catbnp/700487;Livre
7001;Obra - Impressos - Obras (avulsas) - Épica | 23;Obra - Impressos - Paratextos - Obras (avulsas) - Épica | 103;Obra - Impressos - Paratextos - Obras (avulsas) - Épica - Vida | 104;Obra - Impressos - Paratextos - Obras (avulsas) - Épica - Argumentos | 105;Iconografia - Impressos - Retrato de Camões | 372;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;397796;https://purl.pt/44821;https://bndigital.bnportugal.gov.pt//i/?IIIF=/3c/e0/d8/5c/3ce0d85c-9110-4e5c-9e9c-9fd4583fc710/iiif/cam-958-p_0005.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Os Lusíadas;poema epico ...;;1.ª ed.;Rio de Janeiro : Domingos José Gomes Brandäo;1861;1861;397 p.;Luís de Camões, 1524-1580;;;;;;CAM. 958 P.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/397796;Livre
7002;Bibliografia crítica - Estudo | 418;Celebrações - 1880 - Textos críticos | 469;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;453566;https://purl.pt/43434;https://bndigital.bnportugal.gov.pt//i/?IIIF=/41/a1/c3/9e/41a1c39e-9cd9-465c-a54f-fbdfacd2532e/iiif/cam-379-8-v_0001.tif/full/!300,500/0/default.jpg;Periódico;Português;;Archivo municipal de Lisboa;;;1.ª ed.;Lisboa : Camara Municipal;1860;1860;;;;;;;Lisboa. Câmara Municipal, Editor comercial;J. 969//9 P.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/453566;Livre
7003;Obra - Impressos - Composições soltas e fragmentos - Épica - Estrofes | 66;Tradução - Impressos - Composições soltas e fragmentos - Épica | 229;Tradução - Impressos - Composições soltas e fragmentos - Épica - Paratextos gerais | 230;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;454853;https://purl.pt/43795;https://bndigital.bnportugal.gov.pt//i/?IIIF=/e8/87/0d/68/e8870d68-c36d-4f7d-a4ca-cc3f4a97a830/iiif/cam-399-6-v_0000_000001.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Monumentos a Luiz de Camões;;;1.ª ed.;Lisboa : s.n.;1860;1860;;Estácio da Veiga, 1828-1891;;;;;;CAM. 399//6 V.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/454853;Livre
7004;Obra - Impressos - Composições soltas e fragmentos - Épica - Estrofes | 66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;601741;https://purl.pt/1066;https://bndigital.bnportugal.gov.pt//i/?IIIF=/50/1e/d4/2a/501ed42a-3de0-4cf9-821c-15ebd89b7023/iiif/e-3415-p_0000_000001.tif/full/!300,500/0/default.jpg;Iconografia;Francês;;Camoens;;;1.ª ed.;La Haye : van Lier fréres;1860;1860;1 gravura;;;;;;;PURL 1066/0;;http://id.bnportugal.gov.pt/bib/catbnp/601741;Livre
